Client_ID,Service_Type,Monthly_Revenue,Contract_Length,Support_Tickets,Satisfaction_Score,Payment_Delay,Cloud_Usage,Security_Incidents,Churn
3485,Security,,24,3,2.1,59,91,7,0
3486,Security,34521.0,24,14,1.2,50,10,2,0
3487,Cloud,43409.0,12,11,1.8,36,26,3,0
3488,Cloud,39470.0,12,24,1.5,57,58,1,0
3489,Support,23385.0,24,23,3.9,48,95,8,0
3490,Security,28296.0,36,25,2.5,47,25,1,1
3491,Security,28616.0,12,9,4.7,59,16,5,0
3492,Infrastructure,31382.0,24,21,1.1,25,24,2,1
3493,Support,,12,6,3.6,44,30,5,0
3494,Support,37060.0,36,23,4.9,44,75,3,0
3495,Infrastructure,27419.0,36,1,1.7,44,68,7,0
3496,Support,32785.0,36,20,2.8,31,57,2,0
3497,Support,20702.0,24,28,3.8,36,98,7,0
3498,Cloud,34217.0,24,6,3.5,4,82,2,0
3499,Security,,36,7,3.3,19,93,4,0
3500,Support,17397.0,12,20,2.3,50,59,1,1
3501,Cloud,45879.0,12,18,3.9,6,19,5,0
3502,Security,40169.0,36,5,3.6,42,61,6,0
3503,Infrastructure,31940.0,24,20,1.7,22,94,7,0
3504,Cloud,47249.0,12,7,4.9,0,77,3,1
3505,Cloud,33341.0,12,24,3.2,38,39,8,0
3506,Security,15067.0,12,24,3.1,2,43,1,0
3507,Infrastructure,18824.0,24,27,4.4,44,87,7,0
3508,Cloud,18444.0,36,27,3.6,2,95,5,1
3509,Support,38307.0,24,21,1.3,5,74,3,0
3510,Support,15974.0,12,19,3.0,30,69,1,0
3511,Support,43383.0,36,3,4.1,53,17,3,0
3512,Infrastructure,34290.0,24,24,3.8,26,84,2,0
3513,Cloud,21016.0,36,19,4.9,28,74,3,0
3514,Support,37112.0,12,23,1.1,14,78,3,0
3515,Infrastructure,33513.0,24,8,2.0,35,66,6,0
3516,Support,,36,4,3.2,4,54,0,0
3517,Security,,24,28,3.5,2,58,8,0
3518,Cloud,,12,5,2.1,50,83,4,0
3519,Cloud,49827.0,36,18,4.3,24,71,2,0
3520,Infrastructure,42855.0,12,11,1.7,31,48,6,0
3521,Infrastructure,48106.0,36,4,1.0,20,86,6,0
3522,Cloud,39938.0,12,4,4.8,47,30,7,0
3523,Support,,12,29,2.6,16,62,9,0
3524,Support,,24,17,4.8,8,54,3,1
3525,Security,23000.0,12,25,2.1,25,37,8,0
3526,Support,18806.0,24,5,1.3,21,62,1,0
3527,Infrastructure,17809.0,12,8,4.1,40,18,5,0
3528,Infrastructure,19855.0,12,10,4.3,45,84,2,0
3529,Support,46876.0,12,22,3.0,58,80,7,0
3530,Infrastructure,34388.0,36,13,1.3,22,70,7,1
3531,Cloud,11458.0,24,23,3.6,10,36,5,0
3532,Cloud,40524.0,36,1,1.7,57,31,3,0
3533,Support,11853.0,24,26,4.4,9,39,7,0
3534,Cloud,45477.0,12,28,2.1,22,93,5,0
3535,Cloud,,36,13,4.4,4,24,8,0
3536,Security,23320.0,24,24,2.7,54,24,6,0
3537,Security,33618.0,12,18,3.4,25,62,8,0
3538,Cloud,22352.0,24,9,4.2,3,85,7,0
3539,Support,12297.0,24,4,1.2,42,90,3,0
3540,Security,32940.0,12,29,4.3,26,32,5,0
3541,Infrastructure,8203.0,36,22,1.6,37,79,6,1
3542,Infrastructure,44267.0,12,3,2.4,33,25,3,0
3543,Infrastructure,,36,6,2.9,57,96,3,0
3544,Support,22273.0,24,23,4.6,2,74,9,0
3545,Cloud,30368.0,24,12,1.1,49,54,2,0
3546,Infrastructure,,24,9,3.2,31,16,9,0
3547,Support,35984.0,36,29,3.6,25,54,5,0
3548,Security,46941.0,12,9,2.3,17,48,1,0
3549,Cloud,12382.0,36,3,2.2,6,59,3,1
3550,Security,5801.0,24,15,3.0,52,58,7,0
3551,Support,46002.0,24,14,1.7,44,57,2,1
3552,Infrastructure,24733.0,12,20,2.9,12,58,7,0
3553,Infrastructure,14969.0,36,10,4.1,5,49,6,0
3554,Support,40969.0,24,18,4.4,34,48,6,0
3555,Infrastructure,21733.0,36,20,2.5,30,66,8,1
3556,Cloud,37449.0,36,23,3.5,41,91,3,1
3557,Support,31143.0,12,2,1.0,52,72,7,0
3558,Security,30705.0,12,14,3.2,36,65,1,1
3559,Support,33363.0,24,15,4.9,42,95,2,0
3560,Cloud,35720.0,12,13,2.2,3,11,3,1
3561,Cloud,14972.0,36,28,3.4,41,35,8,0
3562,Support,38351.0,12,4,4.0,3,32,0,0
3563,Support,41145.0,36,25,3.4,59,27,6,0
3564,Infrastructure,27412.0,24,16,2.7,44,92,1,0
3565,Cloud,29078.0,36,17,1.6,7,97,4,0
3566,Support,27580.0,12,18,2.9,37,77,0,0
3567,Support,19855.0,12,0,2.2,10,69,5,0
3568,Cloud,41169.0,24,28,3.8,1,11,2,0
3569,Support,24569.0,12,26,2.8,17,58,5,0
3570,Infrastructure,30738.0,24,27,4.4,17,47,7,0
3571,Cloud,11772.0,24,26,1.8,21,40,7,1
3572,Infrastructure,29874.0,12,24,2.7,11,49,3,0
3573,Infrastructure,24731.0,36,8,3.2,16,89,6,0
3574,Infrastructure,15131.0,24,20,1.5,50,62,5,0
3575,Infrastructure,5788.0,36,13,3.4,16,73,1,0
3576,Cloud,21184.0,12,19,2.2,35,42,5,0
3577,Infrastructure,35897.0,36,20,1.9,28,67,1,1
3578,Infrastructure,7889.0,36,19,1.6,48,59,3,1
3579,Support,14569.0,36,27,2.4,15,73,4,0
3580,Cloud,26657.0,36,20,4.7,40,12,8,0
3581,Cloud,15141.0,12,22,1.1,10,70,2,0
3582,Security,24656.0,12,10,4.4,43,91,4,1
3583,Cloud,26618.0,36,23,2.6,42,19,1,0
3584,Cloud,16934.0,12,1,3.2,44,75,2,0
3585,Security,47537.0,12,19,3.1,21,60,4,1
3586,Cloud,28286.0,24,23,4.7,29,39,6,0
3587,Cloud,,12,22,4.1,7,34,5,0
3588,Cloud,37069.0,36,24,4.9,45,52,1,0
3589,Cloud,21205.0,12,4,4.2,17,97,8,0
3590,Security,32331.0,12,21,2.2,45,73,7,1
3591,Cloud,18934.0,12,26,4.9,15,68,8,0
3592,Cloud,15095.0,12,23,4.9,46,71,8,0
3593,Security,,24,14,1.5,53,19,4,0
3594,Support,42008.0,36,11,4.6,19,73,6,0
3595,Infrastructure,23706.0,36,13,3.7,38,69,6,0
3596,Support,48516.0,12,10,4.7,7,99,9,0
3597,Security,43066.0,12,20,4.7,29,97,8,1
3598,Infrastructure,36472.0,24,29,4.6,37,29,8,0
3599,Security,39629.0,12,8,4.5,28,58,5,0
3600,Security,28004.0,24,19,1.5,12,83,2,0
3601,Cloud,25431.0,36,7,1.6,16,36,7,1
3602,Infrastructure,45088.0,36,11,1.5,39,60,0,0
3603,Cloud,,24,29,1.4,42,66,9,0
3604,Infrastructure,43015.0,36,2,2.4,16,88,3,0
3605,Security,39502.0,12,20,3.7,8,88,9,1
3606,Security,36385.0,12,14,2.4,1,46,1,0
3607,Support,9663.0,24,7,3.9,58,12,4,0
3608,Infrastructure,43677.0,36,25,4.3,41,38,6,0
3609,Cloud,17818.0,36,27,3.7,53,77,0,1
3610,Support,,24,6,2.9,23,56,3,0
3611,Support,28977.0,24,16,2.2,20,89,2,0
3612,Support,45931.0,36,11,1.5,45,78,3,0
3613,Cloud,23454.0,24,19,3.0,1,30,5,0
3614,Support,18358.0,12,17,3.9,4,51,9,0
3615,Cloud,,36,17,3.2,16,30,5,1
3616,Support,,24,28,3.9,23,11,0,0
3617,Cloud,14921.0,24,14,2.3,7,87,2,0
3618,Security,39959.0,24,22,1.3,29,78,0,0
3619,Security,37328.0,36,27,4.1,49,16,0,1
3620,Security,13859.0,12,27,1.9,21,84,0,0
3621,Security,,12,2,3.5,58,44,2,0
3622,Security,13872.0,36,18,4.2,23,39,1,0
3623,Support,24230.0,24,14,1.6,25,53,3,0
3624,Support,31708.0,36,15,3.4,7,55,6,0
3625,Support,23847.0,36,21,3.8,11,64,1,0
3626,Cloud,32105.0,24,21,4.0,13,10,1,0
3627,Cloud,9922.0,36,16,1.6,29,63,6,0
3628,Cloud,,12,0,4.3,54,89,8,0
3629,Cloud,18541.0,36,10,1.4,34,10,2,0
3630,Security,24551.0,24,5,3.1,30,72,9,1
3631,Security,24381.0,36,22,2.8,27,64,7,0
3632,Security,40995.0,12,8,1.9,45,95,5,0
3633,Infrastructure,27948.0,36,19,2.2,26,86,5,0
3634,Support,31728.0,36,15,1.7,35,36,2,0
3635,Cloud,7024.0,36,29,2.7,0,24,9,0
3636,Cloud,21713.0,36,25,1.1,40,90,8,1
3637,Security,7486.0,24,5,4.6,13,18,8,0
3638,Cloud,6155.0,12,11,1.7,57,78,3,0
3639,Cloud,15082.0,12,18,4.5,9,68,9,1
3640,Support,42245.0,12,12,4.5,49,32,5,0
3641,Security,23569.0,36,12,2.8,41,20,4,1
3642,Support,12086.0,12,26,3.0,6,33,3,0
3643,Infrastructure,7317.0,24,3,2.2,39,81,1,0
3644,Infrastructure,41389.0,36,8,5.0,13,63,3,0
3645,Infrastructure,9491.0,36,13,3.7,35,40,6,0
3646,Security,20916.0,12,13,4.8,26,31,2,0
3647,Cloud,20248.0,36,16,2.7,10,23,2,1
3648,Security,7511.0,36,4,4.5,41,14,2,0
3649,Security,29226.0,12,26,2.8,48,26,8,0
3650,Cloud,30025.0,24,22,4.5,36,91,0,1
3651,Support,47314.0,24,18,1.5,41,92,4,0
3652,Infrastructure,12848.0,12,1,3.5,9,80,8,0
3653,Support,19274.0,24,12,3.7,53,99,6,0
3654,Infrastructure,35958.0,24,10,3.6,6,98,0,0
3655,Security,40233.0,24,1,2.8,16,91,3,0
3656,Infrastructure,21304.0,36,0,3.7,51,53,5,0
3657,Security,16294.0,36,20,2.0,11,88,4,0
3658,Support,31425.0,36,28,3.4,36,58,1,0
3659,Security,8175.0,24,2,3.2,36,74,0,0
3660,Support,45617.0,36,26,2.3,54,13,3,0
3661,Cloud,32775.0,24,11,4.1,35,18,9,0
3662,Cloud,14425.0,12,6,1.3,57,45,4,0
3663,Cloud,31013.0,24,0,1.7,6,60,3,0
3664,Security,32928.0,36,8,2.9,23,41,2,0
3665,Cloud,,24,29,4.6,33,97,9,0
3666,Infrastructure,46212.0,36,17,3.3,0,27,7,0
3667,Support,13210.0,36,23,4.4,28,24,5,0
3668,Support,7759.0,12,25,3.1,25,29,2,0
3669,Infrastructure,21091.0,12,19,4.1,9,67,5,1
3670,Security,5002.0,36,5,2.3,0,49,9,0
3671,Security,45958.0,24,8,4.3,44,75,7,0
3672,Support,35160.0,12,22,2.6,16,98,6,0
3673,Cloud,25707.0,12,7,3.2,40,22,0,0
3674,Security,,36,22,1.7,35,22,5,0
3675,Security,10773.0,24,17,4.7,8,71,0,1
3676,Infrastructure,17786.0,12,24,3.8,38,37,3,0
3677,Infrastructure,20037.0,12,14,4.4,22,55,9,0
3678,Cloud,6885.0,24,0,1.8,28,24,2,0
3679,Security,,12,13,1.3,1,94,6,0
3680,Security,21331.0,24,17,2.3,17,53,1,0
3681,Infrastructure,45612.0,36,18,3.1,27,32,3,0
3682,Security,27495.0,12,18,4.2,52,76,4,0
3683,Support,18450.0,36,29,2.6,46,87,1,1
3684,Infrastructure,14491.0,24,9,2.1,41,75,8,0
3685,Cloud,14268.0,36,19,2.5,48,59,1,0
3686,Infrastructure,,36,20,3.8,6,22,5,0
3687,Security,46907.0,36,5,2.3,10,11,7,1
3688,Cloud,11791.0,24,16,4.9,6,85,6,0
3689,Infrastructure,,24,13,1.7,42,43,5,1
3690,Support,33314.0,24,12,4.0,23,49,7,0
3691,Support,33583.0,24,7,3.4,54,78,4,1
3692,Infrastructure,26550.0,24,21,1.9,55,70,9,1
3693,Support,5093.0,12,9,4.0,14,34,8,0
3694,Support,40755.0,12,8,2.8,30,84,1,0
3695,Support,14967.0,12,4,3.7,50,86,5,0
3696,Cloud,21218.0,36,22,3.6,18,72,9,0
3697,Support,48220.0,36,26,1.4,55,37,6,0
3698,Support,13627.0,24,3,4.4,56,94,8,0
3699,Support,,24,5,3.7,9,65,4,0
3700,Cloud,44419.0,12,5,4.1,47,35,5,0
3701,Infrastructure,28178.0,24,12,2.8,51,36,8,0
3702,Security,33876.0,36,3,1.8,7,35,9,0
3703,Support,27908.0,24,21,2.3,0,24,5,0
3704,Infrastructure,40912.0,12,7,4.6,1,59,0,0
3705,Support,24971.0,24,26,4.8,28,15,3,0
3706,Cloud,37584.0,36,4,2.9,41,77,3,0
3707,Infrastructure,13959.0,12,1,2.2,9,13,2,0
3708,Cloud,,24,8,3.9,41,39,7,0
3709,Support,46065.0,36,10,4.1,8,86,5,0
3710,Support,44462.0,12,19,4.3,49,18,6,0
3711,Cloud,20835.0,12,19,1.1,30,51,8,0
3712,Security,24257.0,36,10,1.0,31,23,7,1
3713,Cloud,8346.0,24,6,2.4,1,49,2,0
3714,Support,35807.0,24,25,1.6,23,12,3,0
3715,Cloud,35418.0,24,13,4.2,36,50,0,0
3716,Security,16340.0,12,25,3.1,52,42,3,0
3717,Cloud,38012.0,12,5,4.3,42,88,8,0
3718,Security,40393.0,24,29,1.7,5,69,4,1
3719,Security,41617.0,12,3,3.5,7,73,2,0
3720,Cloud,14597.0,12,5,3.3,39,71,1,0
3721,Cloud,30557.0,36,2,2.4,24,88,5,0
3722,Infrastructure,12737.0,24,22,3.1,41,16,3,0
3723,Support,49768.0,24,5,3.4,42,85,5,1
3724,Security,46101.0,24,2,4.6,50,59,2,1
3725,Infrastructure,22276.0,12,0,1.2,24,48,2,0
3726,Cloud,12310.0,12,27,4.3,45,80,0,1
3727,Support,40167.0,12,25,4.9,10,56,8,0
3728,Infrastructure,42408.0,24,20,3.9,34,79,6,0
3729,Security,24344.0,12,25,3.9,0,35,8,0
3730,Infrastructure,15391.0,24,17,1.9,59,67,0,1
3731,Security,15892.0,12,22,3.1,58,82,7,1
3732,Cloud,16197.0,24,28,3.8,52,60,1,0
3733,Support,18050.0,36,22,3.4,22,97,2,0
3734,Support,41142.0,12,3,2.5,2,61,0,0
3735,Support,46615.0,24,5,4.8,40,25,6,0
3736,Cloud,48728.0,36,16,3.1,0,57,4,0
3737,Security,18535.0,36,17,4.9,53,36,2,0
3738,Cloud,,12,5,3.3,43,42,3,0
3739,Support,48271.0,24,1,4.2,11,32,9,0
3740,Cloud,10122.0,12,11,4.0,37,54,5,0
3741,Cloud,14852.0,36,11,3.6,39,92,5,0
3742,Cloud,10387.0,12,26,1.1,30,92,1,0
3743,Security,,24,3,1.3,28,31,6,0
3744,Infrastructure,45399.0,36,15,3.3,34,51,1,0
3745,Infrastructure,44994.0,12,19,4.6,27,42,8,0
3746,Cloud,42876.0,12,9,3.4,20,19,1,0
3747,Infrastructure,39878.0,12,24,1.9,10,56,4,1
3748,Infrastructure,38725.0,12,9,2.3,25,88,7,0
3749,Cloud,,12,6,3.5,10,48,7,0
3750,Cloud,5560.0,36,13,3.4,4,55,3,0
3751,Support,,36,6,4.8,55,81,6,1
3752,Infrastructure,23205.0,24,11,3.1,6,60,7,0
3753,Security,16595.0,12,10,2.4,50,34,7,0
3754,Cloud,,24,16,3.1,30,91,4,0
3755,Support,26329.0,36,10,4.1,38,24,9,0
3756,Security,43142.0,12,20,3.2,41,67,1,0
3757,Infrastructure,7651.0,24,2,2.3,7,68,1,0
3758,Support,15006.0,12,18,2.4,52,35,4,0
3759,Cloud,47701.0,12,21,4.0,26,50,3,1
3760,Security,40645.0,24,3,1.3,20,53,3,0
3761,Cloud,26966.0,36,7,2.1,29,94,2,0
3762,Infrastructure,32846.0,24,13,1.6,13,31,8,0
3763,Security,26774.0,24,19,4.8,58,46,7,0
3764,Infrastructure,9083.0,24,23,1.4,0,23,3,0
3765,Infrastructure,38513.0,12,13,4.0,44,13,6,1
3766,Support,13749.0,36,27,3.5,23,33,7,0
3767,Cloud,35783.0,36,15,3.5,5,75,5,0
3768,Security,22325.0,12,14,4.1,5,72,1,1
3769,Infrastructure,23680.0,36,11,2.6,52,74,7,1
3770,Infrastructure,,24,15,2.6,4,75,2,0
3771,Security,27684.0,36,19,2.2,34,22,3,1
3772,Infrastructure,,12,18,3.4,43,36,3,1
3773,Support,17213.0,36,4,4.7,14,90,6,1
3774,Support,36831.0,12,11,4.7,34,26,7,0
3775,Support,47296.0,24,28,3.8,47,78,8,0
3776,Support,32713.0,12,4,4.6,49,97,0,0
3777,Infrastructure,46621.0,36,9,4.9,40,66,0,0
3778,Security,12187.0,24,25,4.2,7,81,6,1
3779,Security,37800.0,36,16,2.6,42,82,3,0
3780,Security,37583.0,12,14,2.9,34,27,9,0
3781,Security,19408.0,24,7,4.7,4,25,7,0
3782,Cloud,27369.0,12,7,3.7,30,60,4,0
3783,Security,8414.0,36,7,4.3,41,49,0,0
3784,Cloud,24510.0,12,29,1.5,30,48,1,0
3785,Cloud,17120.0,36,9,1.8,36,65,9,0
3786,Support,39311.0,36,19,2.4,7,63,2,0
3787,Cloud,38039.0,24,12,1.8,5,53,1,1
3788,Infrastructure,10295.0,24,29,4.6,22,55,8,0
3789,Cloud,25460.0,12,15,1.9,52,41,6,0
3790,Support,19963.0,36,8,3.2,15,57,1,0
3791,Cloud,16580.0,36,15,1.3,43,70,6,0
3792,Infrastructure,27286.0,24,9,1.6,48,75,9,0
3793,Infrastructure,32328.0,24,2,2.0,7,47,0,0
3794,Infrastructure,24093.0,24,22,4.9,3,52,4,1
3795,Support,26605.0,24,21,4.2,31,13,4,0
3796,Support,49813.0,12,24,3.7,52,14,8,0
3797,Security,47705.0,12,27,4.7,48,67,3,0
3798,Support,11722.0,12,13,4.8,2,46,3,0
3799,Infrastructure,45969.0,12,12,2.8,49,35,5,0
3800,Infrastructure,41912.0,24,3,2.3,15,18,1,0
3801,Support,43374.0,12,3,2.3,59,24,9,0
3802,Cloud,11766.0,12,5,1.1,33,97,5,0
3803,Support,,12,23,2.1,12,97,6,0
3804,Support,26274.0,24,18,2.4,32,98,3,0
3805,Infrastructure,39416.0,36,10,1.1,21,35,9,0
3806,Security,25612.0,24,7,4.5,30,72,8,0
3807,Infrastructure,39898.0,36,13,4.4,23,96,4,0
3808,Security,34047.0,36,7,2.0,2,79,2,0
3809,Infrastructure,48356.0,12,29,4.2,32,36,8,0
3810,Support,42134.0,12,13,4.2,29,63,0,0
3811,Infrastructure,6506.0,12,22,2.3,25,92,7,0
3812,Infrastructure,20222.0,24,6,3.8,33,40,0,0
3813,Infrastructure,17363.0,24,20,2.2,50,41,9,0
3814,Support,24613.0,12,17,1.3,21,11,7,0
3815,Support,49563.0,24,11,3.0,29,27,4,0
3816,Support,35628.0,24,13,2.8,34,37,6,0
3817,Support,47626.0,36,14,1.6,24,80,7,0
3818,Security,9136.0,24,17,3.0,27,96,0,0
3819,Security,,36,28,4.8,32,97,0,0
3820,Cloud,40457.0,12,11,3.9,22,34,6,0
3821,Support,,24,9,4.0,25,48,0,1
3822,Security,31902.0,36,11,4.0,55,58,3,0
3823,Infrastructure,7810.0,24,7,4.0,8,13,5,1
3824,Support,,36,26,1.1,7,61,1,1
3825,Cloud,11152.0,36,5,4.7,36,92,9,1
3826,Cloud,5012.0,24,23,4.3,32,77,4,0
3827,Cloud,16162.0,12,18,2.1,14,66,9,0
3828,Infrastructure,27322.0,36,0,3.2,48,22,9,0
3829,Security,12999.0,12,12,3.5,46,74,9,0
3830,Infrastructure,12219.0,24,21,1.5,7,72,5,1
3831,Support,10328.0,24,15,2.0,54,80,4,1
3832,Cloud,8621.0,12,17,1.1,20,34,9,1
3833,Infrastructure,29256.0,24,11,4.5,57,32,7,0
3834,Infrastructure,49433.0,36,24,1.1,2,39,3,0
3835,Security,16314.0,12,4,2.3,8,70,7,0
3836,Security,5652.0,24,20,1.3,51,16,2,0
3837,Cloud,21182.0,24,12,4.1,13,63,6,1
3838,Infrastructure,46580.0,12,25,4.7,37,26,4,1
3839,Infrastructure,41558.0,36,7,3.3,26,69,4,1
3840,Security,20659.0,12,5,1.6,19,75,5,0
3841,Infrastructure,39413.0,24,2,3.2,56,47,4,0
3842,Infrastructure,15435.0,24,24,4.1,3,22,0,1
3843,Infrastructure,33067.0,12,25,3.9,23,61,8,0
3844,Security,27258.0,36,19,4.0,26,61,3,1
3845,Cloud,33287.0,36,25,2.1,11,41,4,0
3846,Support,8688.0,36,3,1.3,27,95,0,0
3847,Cloud,,12,11,1.6,34,18,2,1
3848,Support,6379.0,36,12,4.8,23,26,2,0
3849,Infrastructure,42011.0,36,1,3.5,30,91,7,0
3850,Cloud,48005.0,36,18,3.9,58,49,7,0
3851,Support,32624.0,36,3,4.6,2,84,8,0
3852,Security,30964.0,24,22,4.4,29,63,9,0
3853,Security,27891.0,12,12,1.9,26,63,6,0
3854,Cloud,43379.0,12,18,1.2,52,37,5,0
3855,Cloud,17516.0,36,7,4.7,16,81,7,0
3856,Infrastructure,,12,7,4.9,5,59,2,0
3857,Cloud,25307.0,12,15,3.3,46,27,9,0
3858,Infrastructure,29843.0,24,25,4.6,42,22,9,0
3859,Infrastructure,10912.0,12,10,1.9,17,42,9,0
3860,Security,26514.0,24,17,1.4,59,24,7,0
3861,Security,26823.0,12,3,3.0,34,95,2,1
3862,Support,33797.0,24,23,4.2,26,47,1,0
3863,Security,11449.0,24,0,3.6,16,15,8,0
3864,Security,6725.0,12,0,3.5,10,54,0,0
3865,Cloud,20870.0,24,29,1.1,37,68,9,0
3866,Security,14304.0,24,13,2.3,36,92,9,0
3867,Support,12522.0,12,3,4.8,41,87,1,1
3868,Cloud,18663.0,24,10,1.5,33,57,6,0
3869,Support,,24,17,3.9,46,50,0,0
3870,Security,14472.0,24,15,4.0,31,92,4,0
3871,Support,33952.0,24,16,3.9,42,88,8,1
3872,Cloud,15055.0,24,23,5.0,55,83,8,0
3873,Infrastructure,34508.0,36,1,2.6,56,64,3,1
3874,Support,17676.0,24,3,3.7,45,70,9,0
3875,Support,,24,2,1.8,45,11,1,0
3876,Cloud,29722.0,24,14,2.6,34,11,8,0
3877,Cloud,,24,1,3.0,27,94,3,0
3878,Support,9725.0,12,23,1.9,53,85,2,0
3879,Security,25061.0,36,18,4.6,21,19,2,0
3880,Support,27671.0,12,8,3.9,15,85,6,0
3881,Cloud,6409.0,36,9,2.1,45,48,1,0
3882,Infrastructure,13205.0,24,20,1.5,41,11,4,0
3883,Infrastructure,21365.0,24,24,2.2,53,74,1,0
3884,Security,5256.0,36,18,3.5,39,75,6,0
3885,Support,,36,27,4.3,11,96,6,1
3886,Infrastructure,,12,4,3.0,4,90,2,0
3887,Support,,36,13,1.4,25,61,2,1
3888,Cloud,6195.0,24,9,2.0,25,94,7,0
3889,Infrastructure,39012.0,12,15,2.4,12,53,6,1
3890,Security,16415.0,36,5,3.5,23,43,3,1
3891,Cloud,44534.0,36,24,2.0,43,82,1,0
3892,Security,26686.0,12,7,1.9,2,90,2,0
3893,Cloud,16662.0,36,1,2.1,31,54,2,0
3894,Infrastructure,33743.0,24,17,3.4,22,41,4,0
3895,Security,,12,28,3.0,48,14,6,0
3896,Security,48081.0,36,20,4.4,51,87,3,0
3897,Cloud,7402.0,24,20,3.8,36,98,0,0
3898,Security,18275.0,36,20,3.7,54,95,2,0
3899,Cloud,33182.0,12,19,1.6,37,72,2,0
3900,Cloud,19915.0,36,7,1.2,44,78,0,0
3901,Cloud,5909.0,36,26,3.0,37,63,7,0
3902,Cloud,5372.0,36,4,1.3,12,47,3,0
3903,Infrastructure,27620.0,24,16,2.5,14,18,4,0
3904,Cloud,39112.0,24,15,1.1,1,70,2,0
3905,Support,13515.0,36,25,1.7,10,30,3,0
3906,Security,7431.0,36,29,1.4,15,45,0,0
3907,Support,,12,4,4.2,17,10,3,0
3908,Infrastructure,37624.0,36,16,2.4,33,31,1,0
3909,Support,,12,3,1.3,9,96,9,0
3910,Security,36958.0,24,0,2.1,12,96,5,1
3911,Support,,36,21,3.7,31,24,1,0
3912,Infrastructure,39675.0,12,5,4.0,59,55,8,0
3913,Cloud,38787.0,24,0,1.5,7,74,1,0
3914,Support,,12,27,4.1,6,15,3,0
3915,Infrastructure,6403.0,24,23,2.5,47,49,3,0
3916,Infrastructure,22810.0,36,29,3.7,16,44,0,0
3917,Security,13855.0,12,3,3.7,40,90,6,0
3918,Security,43636.0,36,1,4.2,26,70,0,0
3919,Support,15839.0,12,12,3.8,58,32,7,0
3920,Cloud,5010.0,24,13,1.2,7,29,2,0
3921,Infrastructure,44098.0,12,16,3.1,28,37,7,0
3922,Support,14230.0,12,10,1.7,56,46,7,0
3923,Infrastructure,,36,2,4.9,51,91,9,0
3924,Infrastructure,40771.0,36,6,2.0,36,16,9,0
3925,Cloud,34256.0,36,9,2.7,26,58,4,1
3926,Cloud,30651.0,24,10,1.8,36,93,2,1
3927,Support,,36,9,1.5,58,33,8,1
3928,Cloud,,12,7,3.4,56,89,0,1
3929,Cloud,18662.0,24,4,3.0,23,22,0,0
3930,Support,18739.0,36,22,2.5,44,16,1,0
3931,Cloud,6789.0,12,1,1.3,15,24,9,0
3932,Security,24420.0,12,27,3.9,25,96,5,0
3933,Infrastructure,28761.0,24,27,1.0,53,32,1,0
3934,Infrastructure,45366.0,12,14,2.8,30,78,3,0
3935,Infrastructure,42606.0,36,15,3.5,26,69,5,1
3936,Infrastructure,43640.0,12,3,2.7,25,19,1,0
3937,Support,49135.0,36,21,1.5,42,60,3,0
3938,Infrastructure,42067.0,36,27,4.1,14,73,6,0
3939,Infrastructure,22357.0,24,27,2.3,57,80,0,0
3940,Infrastructure,44851.0,12,15,1.5,48,65,8,0
3941,Infrastructure,43262.0,24,11,3.2,14,41,9,0
3942,Security,16317.0,24,27,1.1,22,32,9,1
3943,Infrastructure,26534.0,24,13,2.3,24,63,6,0
3944,Security,,36,11,4.0,43,82,8,0
3945,Support,40897.0,36,27,4.7,3,94,6,0
3946,Cloud,,36,20,3.4,35,79,0,1
3947,Infrastructure,45201.0,36,15,1.9,52,99,6,0
3948,Cloud,12689.0,12,15,1.9,15,93,8,0
3949,Cloud,8567.0,12,21,3.4,46,70,7,0
3950,Support,25732.0,36,11,2.6,39,88,3,0
3951,Cloud,25774.0,36,1,1.7,58,29,4,0
3952,Security,28195.0,12,22,4.1,20,62,2,1
3953,Cloud,42412.0,24,23,1.8,51,24,9,0
3954,Cloud,49098.0,24,28,2.3,39,38,9,0
3955,Cloud,27257.0,36,13,1.2,42,79,1,0
3956,Infrastructure,9394.0,24,10,3.8,52,89,2,0
3957,Infrastructure,41302.0,36,8,2.1,55,74,6,0
3958,Security,27228.0,36,21,1.9,16,71,7,0
3959,Security,17388.0,36,6,2.2,2,79,1,0
3960,Infrastructure,16319.0,12,28,4.5,6,25,8,0
3961,Security,11475.0,24,11,3.1,11,63,3,0
3962,Infrastructure,36555.0,12,28,1.6,0,16,1,0
3963,Support,23158.0,24,16,4.1,42,69,6,0
3964,Cloud,19728.0,12,8,1.8,36,19,1,0
3965,Cloud,49774.0,12,5,2.6,5,62,6,0
3966,Security,34545.0,36,11,3.3,45,17,7,1
3967,Infrastructure,36100.0,36,19,3.3,59,94,8,0
3968,Infrastructure,21150.0,12,9,1.3,48,99,0,0
3969,Security,38214.0,24,8,4.3,22,46,1,0
3970,Infrastructure,37876.0,24,11,2.9,24,91,1,0
3971,Support,8239.0,36,0,5.0,24,13,6,0
3972,Cloud,43699.0,36,1,3.9,2,93,5,0
3973,Security,41821.0,24,18,5.0,3,92,8,1
3974,Security,,24,0,2.8,29,32,2,1
3975,Infrastructure,18746.0,24,15,1.6,32,18,7,0
3976,Security,25921.0,36,15,3.9,28,47,4,0
3977,Support,27745.0,24,17,4.1,3,54,4,0
3978,Infrastructure,6245.0,36,17,4.4,13,54,9,0
3979,Infrastructure,29853.0,12,22,2.2,20,27,4,0
